Ticket Number,Date,Application,Description,Incident Description,Steps Taken,Proposed Fix,ErrorNo
57,26/02/20,SP_QTY,Error when trying to post a Quality Notification,SP_QTY Error when trying to post a Quality Notification,Checked the Quality Notification settings,Quality Notification settings verified and corrected,
58,27/02/20,SP_QTY,Error in creating Quality Notifications,SP_QTY Error in creating Quality Notifications,Checked the system parameters,System parameters verified and corrected,
59,28/02/20,SP_QTY,Error in creating Quality Certificates,SP_QTY Error in creating Quality Certificates,Verified the user settings,User settings verified and corrected,
60,1/3/2020,SP_QTY,Error when trying to post a Quality Certificate,SP_QTY Error when trying to post a Quality Certificate,Checked the Quality Certificate settings,Quality Certificate settings verified and corrected,
61,2/3/2020,SP_QTY,Error when trying to post a Quality Notification,SP_QTY Error when trying to post a Quality Notification,Checked the Quality Notification settings,Quality Notification settings verified and corrected,
62,3/3/2020,SP_QTY,Error when trying to post Goods Receipt,SP_QTY Error when trying to post Goods Receipt,Verified the system settings,System settings verified and corrected,
63,4/3/2020,SP_QTY,Error in creating Quality Inspection lots,SP_QTY Error in creating Quality Inspection lots,Verified the parameters set up in the system,Set up parameters verified and corrected,
64,5/3/2020,SP_QTY,Error when trying to post Goods Issue,SP_QTY Error when trying to post Goods Issue,Verified the user settings,User settings verified and corrected,
65,6/3/2020,SP_QTY,Quality Notification not visible in Quality Management system,SP_QTY Quality Notification not visible in Quality Management system,Checked the quality notification settings,Quality notification settings verified and corrected,
66,7/3/2020,SP_QTY,Error when trying to post a Quality Certificate,SP_QTY Error when trying to post a Quality Certificate,Checked the Quality Certificate settings,Quality Certificate settings verified and corrected,
67,8/3/2020,SP_QTY,Error when trying to post a Quality Notification,SP_QTY Error when trying to post a Quality Notification,Checked the Quality Notification settings,Quality Notification settings verified and corrected,
68,9/3/2020,SP_QTY,Error in creating Quality Notifications,SP_QTY Error in creating Quality Notifications,Checked the system parameters,System parameters verified and corrected,
69,10/3/2020,SP_QTY,Error in creating Quality Certificates,SP_QTY Error in creating Quality Certificates,Verified the user settings,User settings verified and corrected,
70,11/3/2020,SP_QTY,Error when trying to post a Quality Certificate,SP_QTY Error when trying to post a Quality Certificate,Checked the Quality Certificate settings,Quality Certificate settings verified and corrected,
71,12/3/2020,SP_QTY,Error when trying to post a Quality Notification,SP_QTY Error when trying to post a Quality Notification,Checked the Quality Notification settings,Quality Notification settings verified and corrected,
72,13/03/20,SP_QTY,Error when trying to post Goods Receipt,SP_QTY Error when trying to post Goods Receipt,Verified the system settings,System settings verified and corrected,
73,14/03/20,SP_QTY,Error in creating Quality Inspection lots,SP_QTY Error in creating Quality Inspection lots,Verified the parameters set up in the system,Set up parameters verified and corrected,
74,15/03/20,SP_QTY,Error when trying to post Goods Issue,SP_QTY Error when trying to post Goods Issue,Verified the user settings,User settings verified and corrected,
75,16/03/20,SP_QTY,Quality Notification not visible in Quality Management system,SP_QTY Quality Notification not visible in Quality Management system,Checked the quality notification settings,Quality notification settings verified and corrected,
76,17/03/20,SP_QTY,Error when trying to post a Quality Certificate,SP_QTY Error when trying to post a Quality Certificate,Checked the Quality Certificate settings,Quality Certificate settings verified and corrected,
77,18/03/20,SP_QTY,Error when trying to post a Quality Notification,SP_QTY Error when trying to post a Quality Notification,Checked the Quality Notification settings,Quality Notification settings verified and corrected,
78,19/03/20,SP_QTY,Error in creating Quality Notifications,SP_QTY Error in creating Quality Notifications,Checked the system parameters,System parameters verified and corrected,
79,20/03/20,SP_QTY,Error in creating Quality Certificates,SP_QTY Error in creating Quality Certificates,Verified the user settings,User settings verified and corrected,
80,21/03/20,SP_QTY,Error when trying to post a Quality Certificate,SP_QTY Error when trying to post a Quality Certificate,Checked the Quality Certificate settings,Quality Certificate settings verified and corrected,
81,22/03/20,SP_QTY,Error when trying to post a Quality Notification,SP_QTY Error when trying to post a Quality Notification,Checked the Quality Notification settings,Quality Notification settings verified and corrected,
82,23/03/20,SP_QTY,Error when trying to post Goods Receipt,SP_QTY Error when trying to post Goods Receipt,Verified the system settings,System settings verified and corrected,
83,24/03/20,SP_QTY,Error in creating Quality Inspection lots,SP_QTY Error in creating Quality Inspection lots,Verified the parameters set up in the system,Set up parameters verified and corrected,
84,25/03/20,SP_QTY,Error when trying to post Goods Issue,SP_QTY Error when trying to post Goods Issue,Verified the user settings,User settings verified and corrected,
85,26/03/20,SP_QTY,Quality Notification not visible in Quality Management system,SP_QTY Quality Notification not visible in Quality Management system,Checked the quality notification settings,Quality notification settings verified and corrected,
86,27/03/20,SP_QTY,Error when trying to post a Quality Certificate,SP_QTY Error when trying to post a Quality Certificate,Checked the Quality Certificate settings,Quality Certificate settings verified and corrected,
87,28/03/20,SP_QTY,Error when trying to post a Quality Notification,SP_QTY Error when trying to post a Quality Notification,Checked the Quality Notification settings,Quality Notification settings verified and corrected,
88,29/03/20,SP_QTY,Error in creating Quality Notifications,SP_QTY Error in creating Quality Notifications,Checked the system parameters,System parameters verified and corrected,
89,30/03/20,SP_QTY,Error in creating Quality Certificates,SP_QTY Error in creating Quality Certificates,Verified the user settings,User settings verified and corrected,
90,31/03/20,SP_QTY,Error when trying to post a Quality Certificate,SP_QTY Error when trying to post a Quality Certificate,Checked the Quality Certificate settings,Quality Certificate settings verified and corrected,
91,1/4/2020,SP_QTY,Error when trying to post a Quality Notification,SP_QTY Error when trying to post a Quality Notification,Checked the Quality Notification settings,Quality Notification settings verified and corrected,ERRQTY0457
92,2/4/2020,SP_QTY,Error when trying to post Goods Receipt,SP_QTY Error when trying to post Goods Receipt,Verified the system settings,System settings verified and corrected,
93,3/4/2020,SP_QTY,Error in creating Quality Inspection lots,SP_QTY Error in creating Quality Inspection lots,Verified the parameters set up in the system,Set up parameters verified and corrected,
94,4/4/2020,SP_QTY,Error when trying to post Goods Issue,SP_QTY Error when trying to post Goods Issue,Verified the user settings,User settings verified and corrected,
95,5/4/2020,SP_QTY,Quality Notification not visible in Quality Management system,SP_QTY Quality Notification not visible in Quality Management system,Checked the quality notification settings,Quality notification settings verified and corrected,
96,6/4/2020,SP_QTY,Error when trying to post a Quality Certificate,SP_QTY Error when trying to post a Quality Certificate,Checked the Quality Certificate settings,Quality Certificate settings verified and corrected,
97,7/4/2020,SP_QTY,Error when trying to post a Quality Notification,SP_QTY Error when trying to post a Quality Notification,Checked the Quality Notification settings,Quality Notification settings verified and corrected,
98,8/4/2020,SP_QTY,Error in creating Quality Notifications,SP_QTY Error in creating Quality Notifications,Checked the system parameters,System parameters verified and corrected,
1,2/4/2020,SP_LG,Error during picking process,SP_LG Error during picking process,Checked goods movements,Error was caused by incorrect input of the bin number. The correct bin number was entered and the error was resolved.,
2,2/5/2020,SP_LG,Error during putaway process,SP_LG Error during putaway process,Checked settings of the putaway strategy,Error was caused by incorrect settings of the putaway strategy. The settings were corrected and the error was fixed.,
3,2/6/2020,SP_LG,Error during stock transfer,SP_LG Error during stock transfer,Checked master data settings,Error was caused by incorrect settings of the material master data. The settings were corrected and the error was fixed.,
4,2/7/2020,SP_LG,Error during goods receipt process,SP_LG Error during goods receipt process,Checked batch determination settings,Error was caused by incorrect settings of the batch determination. The settings were corrected and the error was fixed.,
5,2/8/2020,SP_LG,Error during stock count,SP_LG Error during stock count,Checked cycle count settings,Error was caused by incorrect settings of the cycle count. The settings were corrected and the error was fixed.,
6,2/9/2020,SP_LG,Error during inventory posting,SP_LG Error during inventory posting,Checked user authorizations,Error was caused by incorrect user authorizations. The authorizations were corrected and the error was fixed.,ERRLGS0765
7,2/10/2020,SP_LG,Error during warehouse task,SP_LG Error during warehouse task,Checked warehouse task settings,Error was caused by incorrect settings of the warehouse task. The settings were corrected and the error was fixed.,
8,2/11/2020,SP_LG,Error during goods issue process,SP_LG Error during goods issue process,Checked delivery document settings,Error was caused by incorrect settings of the delivery document. The settings were corrected and the error was fixed.,
9,2/12/2020,SP_LG,Error during stock transfer order,SP_LG Error during stock transfer order,Checked stock transfer order settings,Error was caused by incorrect settings of the stock transfer order. The settings were corrected and the error was fixed.,
10,2/13/2020,SP_LG,Error during goods movement,SP_LG Error during goods movement,Checked material master data,Error was caused by incorrect settings of the material master data. The settings were corrected and the error was fixed.,
90723,4/2/2021,SP_HR,Error when trying to add new employee,SP_HR Error when trying to add new employee,Reviewed error log,Resolved by updating the employee information in the system.,
90724,4/2/2021,SP_HR,Error when trying to edit employee details,SP_HR Error when trying to edit employee details,Reviewed error log,Resolved by making changes to the employee's information in the system.,
90725,4/2/2021,SP_HR,Issue when trying to view employee details,SP_HR Issue when trying to view employee details,Reviewed error log,Resolved by refreshing the page and re-entering the employee details.,
90726,4/2/2021,SP_HR,Error when trying to delete an employee,SP_HR Error when trying to delete an employee,Reviewed error log,Resolved by removing the employee from the system.,
90727,4/2/2021,SP_HR,Error when trying to generate a report,SP_HR Error when trying to generate a report,Reviewed error log,Resolved by making changes to the report settings in the system.,
90728,4/2/2021,SP_HR,Issue when trying to search for an employee,SP_HR Issue when trying to search for an employee,Reviewed error log,Resolved by narrowing down the search criteria.,
90729,4/2/2021,SP_HR,Error when trying to add a new job role,SP_HR Error when trying to add a new job role,Reviewed error log,Resolved by creating a new job role in the system.,
90730,4/2/2021,SP_HR,Error when trying to edit job role details,SP_HR Error when trying to edit job role details,Reviewed error log,Resolved by making changes to the job role's information in the system.,
90731,4/2/2021,SP_HR,Issue when trying to view job role details,SP_HR Issue when trying to view job role details,Reviewed error log,Resolved by refreshing the page and re-entering the job role details.,
90732,4/2/2021,SP_HR,Error when trying to delete a job role,SP_HR Error when trying to delete a job role,Reviewed error log,Resolved by removing the job role from the system.,
90733,4/2/2021,SP_HR,Error when trying to generate a job role report,SP_HR Error when trying to generate a job role report,Reviewed error log,Resolved by making changes to the report settings in the system.,
90734,4/2/2021,SP_HR,Issue when trying to search for a job role,SP_HR Issue when trying to search for a job role,Reviewed error log,Resolved by narrowing down the search criteria.,
90735,4/2/2021,SP_HR,Error when trying to add a new salary scale,SP_HR Error when trying to add a new salary scale,Reviewed error log,Resolved by creating a new salary scale in the system.,
90736,4/2/2021,SP_HR,Error when trying to edit salary scale details,SP_HR Error when trying to edit salary scale details,Reviewed error log,Resolved by making changes to the salary scale's information in the system.,
90737,4/2/2021,SP_HR,Issue when trying to view salary scale details,SP_HR Issue when trying to view salary scale details,Reviewed error log,Resolved by refreshing the page and re-entering the salary scale details.,
90738,4/2/2021,SP_HR,Error when trying to delete a salary scale,SP_HR Error when trying to delete a salary scale,Reviewed error log,Resolved by removing the salary scale from the system.,
90739,4/2/2021,SP_HR,Error when trying to generate a salary scale report,SP_HR Error when trying to generate a salary scale report,Reviewed error log,Resolved by making changes to the report settings in the system.,
90740,4/2/2021,SP_HR,Issue when trying to search for a salary scale,SP_HR Issue when trying to search for a salary scale,Reviewed error log,Resolved by narrowing down the search criteria.,
90741,4/2/2021,SP_HR,Error when trying to add a new leave policy,SP_HR Error when trying to add a new leave policy,Reviewed error log,Resolved by creating a new leave policy in the system.,ERRHRH0661
90742,4/2/2021,SP_HR,Error when trying to edit leave policy details,SP_HR Error when trying to edit leave policy details,Reviewed error log,Resolved by making changes to the leave policy's information in the system.,
90743,4/2/2021,SP_HR,Issue when trying to view leave policy details,SP_HR Issue when trying to view leave policy details,Reviewed error log,Resolved by refreshing the page and re-entering the leave policy details.,
90744,4/2/2021,SP_HR,Error when trying to delete a leave policy,SP_HR Error when trying to delete a leave policy,Reviewed error log,Resolved by removing the leave policy from the system.,
90745,4/2/2021,SP_HR,Error when trying to generate a leave policy report,SP_HR Error when trying to generate a leave policy report,Reviewed error log,Resolved by making changes to the report settings in the system.,
90746,4/2/2021,SP_HR,Issue when trying to search for a leave policy,SP_HR Issue when trying to search for a leave policy,Reviewed error log,Resolved by narrowing down the search criteria.,
90747,4/2/2021,SP_HR,Error when trying to add a new benefit,SP_HR Error when trying to add a new benefit,Reviewed error log,Resolved by creating a new benefit in the system.,
90748,4/2/2021,SP_HR,Error when trying to edit benefit details,SP_HR Error when trying to edit benefit details,Reviewed error log,Resolved by making changes to the benefit's information in the system.,
90749,4/2/2021,SP_HR,Issue when trying to view benefit details,SP_HR Issue when trying to view benefit details,Reviewed error log,Resolved by refreshing the page and re-entering the benefit details.,
9075,4/2/2021,SP_HR,Error when trying to delete a benefit,SP_HR Error when trying to delete a benefit,Reviewed error log,Resolved by removing the benefit from the system.,
90751,4/2/2021,SP_HR,Error when trying to generate a benefit report,SP_HR Error when trying to generate a benefit report,Reviewed error log,Resolved by making changes to the report settings in the system.,
90752,4/2/2021,SP_HR,Issue when trying to search for a benefit,SP_HR Issue when trying to search for a benefit,Reviewed error log,Resolved by narrowing down the search criteria.,
90753,4/2/2021,SP_HR,Error when trying to add a new training program,SP_HR Error when trying to add a new training program,Reviewed error log,Resolved by creating a new training program in the system.,
90754,4/2/2021,SP_HR,Error when trying to edit training program details,SP_HR Error when trying to edit training program details,Reviewed error log,Resolved by making changes to the training program's information in the system.,
90755,4/2/2021,SP_HR,Issue when trying to view training program details,SP_HR Issue when trying to view training program details,Reviewed error log,Resolved by refreshing the page and re-entering the training program details.,
90756,4/2/2021,SP_HR,Error when trying to delete a training program,SP_HR Error when trying to delete a training program,Reviewed error log,Resolved by removing the training program from the system.,
90757,4/2/2021,SP_HR,Error when trying to generate a training program report,SP_HR Error when trying to generate a training program report,Reviewed error log,Resolved by making changes to the report settings in the system.,
90758,4/2/2021,SP_HR,Issue when trying to search for a training program,SP_HR Issue when trying to search for a training program,Reviewed error log,Resolved by narrowing down the search criteria.,
90759,4/2/2021,SP_HR,Error when trying to add a new performance review,SP_HR Error when trying to add a new performance review,Reviewed error log,Resolved by creating a new performance review in the system.,
90760,4/2/2021,SP_HR,Error when trying to edit performance review details,SP_HR Error when trying to edit performance review details,Reviewed error log,Resolved by making changes to the performance review's information in the system.,
90761,4/2/2021,SP_HR,Issue when trying to view performance review details,SP_HR Issue when trying to view performance review details,Reviewed error log,Resolved by refreshing the page and re-entering the performance review details.,
90762,4/2/2021,SP_HR,Error when trying to delete a performance review,SP_HR Error when trying to delete a performance review,Reviewed error log,Resolved by removing the performance review from the system.,
90763,4/2/2021,SP_HR,Error when trying to generate a performance review report,SP_HR Error when trying to generate a performance review report,Reviewed error log,Resolved by making changes to the report settings in the system.,
90764,4/2/2021,SP_HR,Issue when trying to search for a performance review,SP_HR Issue when trying to search for a performance review,Reviewed error log,Resolved by narrowing down the search criteria.,
90765,4/2/2021,SP_HR,Error when trying to add a new document,SP_HR Error when trying to add a new document,Reviewed error log,Resolved by creating a new document in the system.,
90766,4/2/2021,SP_HR,Error when trying to edit document details,SP_HR Error when trying to edit document details,Reviewed error log,Resolved by making changes to the document's information in the system.,
90767,4/2/2021,SP_HR,Issue when trying to view document details,SP_HR Issue when trying to view document details,Reviewed error log,Resolved by refreshing the page and re-entering the document details.,
90768,4/2/2021,SP_HR,Error when trying to delete a document,SP_HR Error when trying to delete a document,Reviewed error log,Resolved by removing the document from the system.,
90769,4/2/2021,SP_HR,Error when trying to generate a document report,SP_HR Error when trying to generate a document report,Reviewed error log,Resolved by making changes to the report settings in the system.,
90770,4/2/2021,SP_HR,Issue when trying to search for a document,SP_HR Issue when trying to search for a document,Reviewed error log,Resolved by narrowing down the search criteria.,
90771,4/2/2021,SP_HR,Error when trying to add a new time off policy,SP_HR Error when trying to add a new time off policy,Reviewed error log,Resolved by creating a new time off policy in the system.,
90772,4/2/2021,SP_HR,Error when trying to edit time off policy details,SP_HR Error when trying to edit time off policy details,Reviewed error log,Resolved by making changes to the time off policy's information in the system.,
90773,4/2/2021,SP_HR,Issue when trying to view time off policy details,SP_HR Issue when trying to view time off policy details,Reviewed error log,Resolved by refreshing the page and re-entering the time off policy details.,
90774,4/2/2021,SP_HR,Error when trying to delete a time off policy,SP_HR Error when trying to delete a time off policy,Reviewed error log,Resolved by removing the time off policy from the system.,
90775,4/2/2021,SP_HR,Error when trying to generate a time off policy report,SP_HR Error when trying to generate a time off policy report,Reviewed error log,Resolved by making changes to the report settings in the system.,ERRHRH0457
90776,4/2/2021,SP_HR,Issue when trying to search for a time off policy,SP_HR Issue when trying to search for a time off policy,Reviewed error log,Resolved by narrowing down the search criteria.,
90777,4/2/2021,SP_HR,Error when trying to add a new health plan,SP_HR Error when trying to add a new health plan,Reviewed error log,Resolved by creating a new health plan in the system.,
90778,4/2/2021,SP_HR,Error when trying to edit health plan details,SP_HR Error when trying to edit health plan details,Reviewed error log,Resolved by making changes to the health plan's information in the system.,
90779,4/2/2021,SP_HR,Issue when trying to view health plan details,SP_HR Issue when trying to view health plan details,Reviewed error log,Resolved by refreshing the page and re-entering the health plan details.,
90780,4/2/2021,SP_HR,Error when trying to delete a health plan,SP_HR Error when trying to delete a health plan,Reviewed error log,Resolved by removing the health plan from the system.,
90781,4/2/2021,SP_HR,Error when trying to generate a health plan report,SP_HR Error when trying to generate a health plan report,Reviewed error log,Resolved by making changes to the report settings in the system.,
90782,4/2/2021,SP_HR,Issue when trying to search for a health plan,SP_HR Issue when trying to search for a health plan,Reviewed error log,Resolved by narrowing down the search criteria.,
90783,4/2/2021,SP_HR,Error when trying to add a new bonus plan,SP_HR Error when trying to add a new bonus plan,Reviewed error log,Resolved by creating a new bonus plan in the system.,
90784,4/2/2021,SP_HR,Error when trying to edit bonus plan details,SP_HR Error when trying to edit bonus plan details,Reviewed error log,Resolved by making changes to the bonus plan's information in the system.,
90785,4/2/2021,SP_HR,Issue when trying to view bonus plan details,SP_HR Issue when trying to view bonus plan details,Reviewed error log,Resolved by refreshing the page and re-entering the bonus plan details.,
90786,4/2/2021,SP_HR,Error when trying to delete a bonus plan,SP_HR Error when trying to delete a bonus plan,Reviewed error log,Resolved by removing the bonus plan from the system.,
90787,4/2/2021,SP_HR,Error when trying to generate a bonus plan report,SP_HR Error when trying to generate a bonus plan report,Reviewed error log,Resolved by making changes to the report settings in the system.,
90788,4/2/2021,SP_HR,Issue when trying to search for a bonus plan,SP_HR Issue when trying to search for a bonus plan,Reviewed error log,Resolved by narrowing down the search criteria.,
90789,4/2/2021,SP_HR,Error when trying to add a new insurance plan,SP_HR Error when trying to add a new insurance plan,Reviewed error log,Resolved by creating a new insurance plan in the system.,
90790,4/2/2021,SP_HR,Error when trying to edit insurance plan details,SP_HR Error when trying to edit insurance plan details,Reviewed error log,Resolved by making changes to the insurance plan's information in the system.,
90791,4/2/2021,SP_HR,Issue when trying to view insurance plan details,SP_HR Issue when trying to view insurance plan details,Reviewed error log,Resolved by refreshing the page and re-entering the insurance plan details.,
90792,4/2/2021,SP_HR,Error when trying to delete an insurance plan,SP_HR Error when trying to delete an insurance plan,Reviewed error log,Resolved by removing the insurance plan from the system.,
90793,4/2/2021,SP_HR,Error when trying to generate an insurance plan report,SP_HR Error when trying to generate an insurance plan report,Reviewed error log,Resolved by making changes to the report settings in the system.,
90794,4/2/2021,SP_HR,Issue when trying to search for an insurance plan,SP_HR Issue when trying to search for an insurance plan,Reviewed error log,Resolved by narrowing down the search criteria.,
90795,4/2/2021,SP_HR,Error when trying to add a new pension plan,SP_HR Error when trying to add a new pension plan,Reviewed error log,Resolved by creating a new pension plan in the system.,
90796,4/2/2021,SP_HR,Error when trying to edit pension plan details,SP_HR Error when trying to edit pension plan details,Reviewed error log,Resolved by making changes to the pension plan's information in the system.,
90797,4/2/2021,SP_HR,Issue when trying to view pension plan details,SP_HR Issue when trying to view pension plan details,Reviewed error log,Resolved by refreshing the page and re-entering the pension plan details.,
90798,4/2/2021,SP_HR,Error when trying to delete a pension plan,SP_HR Error when trying to delete a pension plan,Reviewed error log,Resolved by removing the pension plan from the system.,
90799,4/2/2021,SP_HR,Error when trying to generate a pension plan report,SP_HR Error when trying to generate a pension plan report,Reviewed error log,Resolved by making changes to the report settings in the system.,
90800,4/2/2021,SP_HR,Issue when trying to search for a pension plan,SP_HR Issue when trying to search for a pension plan,Reviewed error log,Resolved by narrowing down the search criteria.,
TK-00001,20/08/20,SP_HRM,Error while assigning cost center to the employee,SP_HRM Error while assigning cost center to the employee,Checked the cost center assignment in employee master data,Resolved by assigning correct cost center to the employee,
TK-00002,20/08/20,SP_HRM,Error while assigning job to the employee,SP_HRM Error while assigning job to the employee,Checked the job details in employee master data,Resolved by assigning correct job to the employee,
TK-00003,20/08/20,SP_HRM,Error while assigning position to the employee,SP_HRM Error while assigning position to the employee,Checked the position details in employee master data,Resolved by assigning correct position to the employee,
TK-00004,21/08/20,SP_HRM,Error while assigning wage type to the employee,SP_HRM Error while assigning wage type to the employee,Checked the wage type details in employee master data,Resolved by assigning correct wage type to the employee,
TK-00005,21/08/20,SP_HRM,Error while assigning personnel area to the employee,SP_HRM Error while assigning personnel area to the employee,Checked the personnel area details in employee master data,Resolved by assigning correct personnel area to the employee,
TK-00205,21/08/20,SP_HRM,Error while assigning personnel area to the employee,SP_HRM Error while assigning personnel area to the employee,Verfied about personnel area details in employee master data,Assigned the proper personnel area to the employee and solved the issue,
TK-00105,21/08/20,SP_HRM,Error while assigning personnel area to the employee,SP_HRM Error while assigning personnel area to the employee,Verified personnel area details on employee master data,Solved it by marking correct personnel area to the employee,
TK-00006,21/08/20,SP_HRM,Error while assigning personnel sub area to the employee,SP_HRM Error while assigning personnel sub area to the employee,Checked the personnel sub area details in employee master data,Resolved by assigning correct personnel sub area to the employee,
TK-00007,22/08/20,SP_HRM,Error while assigning job classification to the employee,SP_HRM Error while assigning job classification to the employee,Checked the job classification details in employee master data,Resolved by assigning correct job classification to the employee,
TK-00008,22/08/20,SP_HRM,Error while assigning work schedule to the employee,SP_HRM Error while assigning work schedule to the employee,Checked the work schedule details in employee master data,Resolved by assigning correct work schedule to the employee,
TK-00009,22/08/20,SP_HRM,Error while assigning personnel number to the employee,SP_HRM Error while assigning personnel number to the employee,Checked the personnel number details in employee master data,Resolved by assigning correct personnel number to the employee,
TK-00010,23/08/20,SP_HRM,Error while assigning company code to the employee,SP_HRM Error while assigning company code to the employee,Checked the company code details in employee master data,Resolved by assigning correct company code to the employee,
TK-00011,23/08/20,SP_HRM,Error while assigning salary range to the employee,SP_HRM Error while assigning salary range to the employee,Checked the salary range details in employee master data,Resolved by assigning correct salary range to the employee,
TK-00012,23/08/20,SP_HRM,Error while assigning pay group to the employee,SP_HRM Error while assigning pay group to the employee,Checked the pay group details in employee master data,Resolved by assigning correct pay group to the employee,ERRHRM0665
TK-00013,24/08/20,SP_HRM,Error while assigning bank details to the employee,SP_HRM Error while assigning bank details to the employee,Checked the bank details in employee master data,Resolved by assigning correct bank details to the employee,
TK-00014,24/08/20,SP_HRM,Error while assigning account number to the employee,SP_HRM Error while assigning account number to the employee,Checked the account number details in employee master data,Resolved by assigning correct account number to the employee,
TK-00015,24/08/20,SP_HRM,Error while assigning cost assignment to the employee,SP_HRM Error while assigning cost assignment to the employee,Checked the cost assignment details in employee master data,Resolved by assigning correct cost assignment to the employee,
TK-00016,25/08/20,SP_HRM,Error while assigning infotype to the employee,SP_HRM Error while assigning infotype to the employee,Checked the infotype details in employee master data,Resolved by assigning correct infotype to the employee,
TK-00017,25/08/20,SP_HRM,Error while assigning shift to the employee,SP_HRM Error while assigning shift to the employee,Checked the shift details in employee master data,Resolved by assigning correct shift to the employee,
TK-00018,25/08/20,SP_HRM,Error while assigning time type to the employee,SP_HRM Error while assigning time type to the employee,Checked the time type details in employee master data,Resolved by assigning correct time type to the employee,
TK-00019,26/08/20,SP_HRM,Error while assigning leave type to the employee,SP_HRM Error while assigning leave type to the employee,Checked the leave type details in employee master data,Resolved by assigning correct leave type to the employee,
TK-00020,26/08/20,SP_HRM,Error while assigning wage type group to the employee,SP_HRM Error while assigning wage type group to the employee,Checked the wage type group details in employee master data,Resolved by assigning correct wage type group to the employee,
TK-00021,26/08/20,SP_HRM,Error while assigning pay scale group to the employee,SP_HRM Error while assigning pay scale group to the employee,Checked the pay scale group details in employee master data,Resolved by assigning correct pay scale group to the employee,
TK-00022,27/08/20,SP_HRM,Error while assigning pay scale area to the employee,SP_HRM Error while assigning pay scale area to the employee,Checked the pay scale area details in employee master data,Resolved by assigning correct pay scale area to the employee,
TK-00023,27/08/20,SP_HRM,Error while assigning pay scale level to the employee,SP_HRM Error while assigning pay scale level to the employee,Checked the pay scale level details in employee master data,Resolved by assigning correct pay scale level to the employee,
TK-00024,27/08/20,SP_HRM,Error while assigning pay scale type to the employee,SP_HRM Error while assigning pay scale type to the employee,Checked the pay scale type details in employee master data,Resolved by assigning correct pay scale type to the employee,
TK-00025,28/08/20,SP_HRM,Error while assigning personnel subarea group to the employee,SP_HRM Error while assigning personnel subarea group to the employee,Checked the personnel subarea group details in employee master data,Resolved by assigning correct personnel subarea group to the employee,
TK-00026,28/08/20,SP_HRM,Error while assigning personnel calculation rule to the employee,SP_HRM Error while assigning personnel calculation rule to the employee,Checked the personnel calculation rule details in employee master data,Resolved by assigning correct personnel calculation rule to the employee,
TK-00027,28/08/20,SP_HRM,Error while assigning payroll area to the employee,SP_HRM Error while assigning payroll area to the employee,Checked the payroll area details in employee master data,Resolved by assigning correct payroll area to the employee,
TK-00028,29/08/20,SP_HRM,Error while assigning personnel area group to the employee,SP_HRM Error while assigning personnel area group to the employee,Checked the personnel area group details in employee master data,Resolved by assigning correct personnel area group to the employee,
TK-00029,29/08/20,SP_HRM,Error while assigning personnel subarea group assignment to the employee,SP_HRM Error while assigning personnel subarea group assignment to the employee,Checked the personnel subarea group assignment details in employee master data,Resolved by assigning correct personnel subarea group assignment to the employee,
TK-00030,29/08/20,SP_HRM,Error while assigning pay component to the employee,SP_HRM Error while assigning pay component to the employee,Checked the pay component details in employee master data,Resolved by assigning correct pay component to the employee,
TK-00031,30/08/20,SP_HRM,Error while assigning bank country to the employee,SP_HRM Error while assigning bank country to the employee,Checked the bank country details in employee master data,Resolved by assigning correct bank country to the employee,
TK-00032,30/08/20,SP_HRM,Error while assigning bank key to the employee,SP_HRM Error while assigning bank key to the employee,Checked the bank key details in employee master data,Resolved by assigning correct bank key to the employee,
TK-00033,30/08/20,SP_HRM,Error while assigning bank account to the employee,SP_HRM Error while assigning bank account to the employee,Checked the bank account details in employee master data,Resolved by assigning correct bank account to the employee,
TK-00034,31/08/20,SP_HRM,Error while assigning bank country key to the employee,SP_HRM Error while assigning bank country key to the employee,Checked the bank country key details in employee master data,Resolved by assigning correct bank country key to the employee,
TK-00035,31/08/20,SP_HRM,Error while assigning direct deposit indicator to the employee,SP_HRM Error while assigning direct deposit indicator to the employee,Checked the direct deposit indicator details in employee master data,Resolved by assigning correct direct deposit indicator to the employee,
TK-00036,31/08/20,SP_HRM,Error while assigning bank transfer type to the employee,SP_HRM Error while assigning bank transfer type to the employee,Checked the bank transfer type details in employee master data,Resolved by assigning correct bank transfer type to the employee,
TK-00037,1/9/2020,SP_HRM,Error while assigning employee group to the employee,SP_HRM Error while assigning employee group to the employee,Checked the employee group details in employee master data,Resolved by assigning correct employee group to the employee,
TK-00038,1/9/2020,SP_HRM,Error while assigning employee subgroup to the employee,SP_HRM Error while assigning employee subgroup to the employee,Checked the employee subgroup details in employee master data,Resolved by assigning correct employee subgroup to the employee,
TK-00039,1/9/2020,SP_HRM,Error while assigning enterprise structure to the employee,SP_HRM Error while assigning enterprise structure to the employee,Checked the enterprise structure details in employee master data,Resolved by assigning correct enterprise structure to the employee,
TK-00040,2/9/2020,SP_HRM,Error while assigning work schedule rule to the employee,SP_HRM Error while assigning work schedule rule to the employee,Checked the work schedule rule details in employee master data,Resolved by assigning correct work schedule rule to the employee,
TK-00041,2/9/2020,SP_HRM,Error while assigning number range to the employee,SP_HRM Error while assigning number range to the employee,Checked the number range details in employee master data,Resolved by assigning correct number range to the employee,
